PT08.S1(CO),PT08.S2(NMHC),C6H6(GT),NOx(GT)
1087.0,964.0,9.6,180.0
1540.0,1498.0,27.8,180.0
1513.0,1601.0,32.1,180.0
1409.0,1322.0,20.9,180.0
1219.0,1042.0,11.8,180.0
1286.0,1172.0,15.8,180.0
1228.0,1174.0,15.8,180.0
1140.0,1117.0,14.0,180.0
1052.0,906.0,8.2,180.0
1282.0,1107.0,13.7,180.0
1378.0,1282.0,19.5,180.0
1506.0,1471.0,26.7,180.0
1310.0,1259.0,18.7,180.0
1204.0,1114.0,13.9,180.0
1071.0,842.0,6.7,180.0
967.0,719.0,4.2,180.0
947.0,689.0,3.6,180.0
1011.0,734.0,4.4,180.0
971.0,722.0,4.2,180.0
886.0,627.0,2.6,180.0
908.0,657.0,3.1,180.0
901.0,652.0,3.0,180.0
915.0,674.0,3.4,180.0
940.0,712.0,4.0,180.0
1048.0,891.0,7.8,180.0
1298.0,1181.0,16.1,180.0
1487.0,1493.0,27.6,180.0
1327.0,1233.0,17.8,180.0
1363.0,1255.0,18.5,180.0
1393.0,1340.0,21.6,180.0
1361.0,1324.0,21.0,180.0
1289.0,1217.0,17.2,180.0
1265.0,1184.0,16.1,180.0
1339.0,1257.0,18.6,180.0
1269.0,1215.0,17.2,180.0
1299.0,1220.0,17.3,341.0
1546.0,1519.0,28.6,622.0
1571.0,1593.0,31.8,615.0
1312.0,1299.0,20.1,443.0
1074.0,946.0,9.2,219.0
1127.0,989.0,10.3,203.0
1040.0,923.0,8.6,165.0
1060.0,925.0,8.6,339.0
911.0,753.0,4.8,103.0
853.0,623.0,2.6,74.0
915.0,725.0,4.3,180.0
897.0,738.0,4.5,72.0
976.0,840.0,6.6,180.0
1066.0,982.0,10.1,239.0
1435.0,1387.0,23.4,664.0
1420.0,1430.0,25.0,525.0
1365.0,1341.0,21.6,543.0
1171.0,1083.0,13.0,390.0
982.0,850.0,6.8,217.0
1021.0,979.0,10.0,248.0
1044.0,1039.0,11.7,333.0
1005.0,972.0,9.8,279.0
1021.0,985.0,10.2,339.0
1064.0,1048.0,12.0,315.0
1167.0,1231.0,17.7,365.0
1167.0,1263.0,18.8,338.0
1164.0,1227.0,17.6,318.0
1092.0,1110.0,13.8,302.0
997.0,955.0,9.4,214.0
966.0,964.0,9.6,180.0
969.0,922.0,8.5,180.0
944.0,1005.0,10.7,363.0
834.0,817.0,6.1,178.0
796.0,667.0,3.2,55.0
777.0,585.0,2.0,180.0
752.0,521.0,1.2,32.0
755.0,528.0,1.3,35.0
800.0,598.0,2.2,84.0
1147.0,1136.0,14.6,456.0
1036.0,965.0,9.7,342.0
926.0,845.0,6.7,239.0
961.0,881.0,7.6,337.0
951.0,926.0,8.6,351.0
962.0,940.0,9.0,209.0
1004.0,1004.0,10.7,257.0
893.0,828.0,6.3,169.0
990.0,956.0,9.4,216.0
1071.0,1068.0,12.5,303.0
1140.0,1155.0,15.2,320.0
1103.0,1143.0,14.8,310.0
1082.0,1178.0,15.9,341.0
991.0,977.0,10.0,272.0
935.0,852.0,6.9,229.0
908.0,790.0,5.5,168.0
927.0,826.0,6.3,173.0
936.0,844.0,6.7,186.0
847.0,694.0,3.7,112.0
812.0,664.0,3.2,79.0
804.0,616.0,2.4,180.0
793.0,636.0,2.7,62.0
775.0,609.0,2.3,58.0
835.0,690.0,3.6,122.0
913.0,830.0,6.4,173.0
903.0,765.0,5.0,176.0
982.0,895.0,7.9,233.0
925.0,838.0,6.6,210.0
895.0,776.0,5.2,178.0
930.0,838.0,6.6,189.0
953.0,881.0,7.6,210.0
885.0,765.0,5.0,162.0
903.0,779.0,5.3,137.0
927.0,781.0,5.3,165.0
979.0,835.0,6.5,204.0
1050.0,947.0,9.2,266.0
1091.0,1037.0,11.6,299.0
1040.0,946.0,9.2,234.0
997.0,879.0,7.5,181.0
1042.0,938.0,9.0,210.0
1191.0,1055.0,12.1,304.0
1149.0,996.0,10.5,255.0
973.0,862.0,7.1,149.0
940.0,823.0,6.2,112.0
949.0,890.0,7.8,180.0
830.0,699.0,3.8,90.0
773.0,609.0,2.3,46.0
811.0,644.0,2.9,76.0
901.0,754.0,4.8,139.0
969.0,886.0,7.7,179.0
1027.0,933.0,8.8,224.0
1094.0,1002.0,10.6,272.0
1083.0,984.0,10.2,251.0
1098.0,1015.0,11.0,250.0
1059.0,1047.0,11.9,178.0
1021.0,1009.0,10.8,137.0
925.0,768.0,5.1,119.0
1045.0,910.0,8.3,193.0
1303.0,1317.0,20.7,329.0
1254.0,1204.0,16.8,413.0
1345.0,1306.0,20.4,489.0
1273.0,1159.0,15.3,470.0
1096.0,931.0,8.8,228.0
1077.0,920.0,8.5,169.0
1084.0,929.0,8.7,189.0
980.0,800.0,5.7,100.0
882.0,713.0,4.0,71.0
851.0,655.0,3.0,52.0
819.0,597.0,2.2,180.0
804.0,601.0,2.2,57.0
823.0,631.0,2.7,69.0
903.0,748.0,4.7,126.0
1310.0,1344.0,21.7,376.0
1436.0,1601.0,32.2,180.0
1479.0,1490.0,27.5,737.0
1285.0,1243.0,18.1,481.0
1262.0,1258.0,18.6,425.0
1225.0,1227.0,17.6,330.0
1162.0,1188.0,16.3,303.0
1103.0,1044.0,11.8,283.0
1120.0,1045.0,11.9,264.0
1169.0,1163.0,15.5,280.0
1386.0,1522.0,28.8,505.0
1426.0,1577.0,31.1,566.0
1476.0,1663.0,34.9,681.0
1167.0,1282.0,19.5,448.0
1032.0,1039.0,11.7,231.0
1034.0,972.0,9.9,230.0
986.0,885.0,7.7,146.0
908.0,732.0,4.4,77.0
891.0,714.0,4.1,82.0
843.0,656.0,3.1,55.0
822.0,612.0,2.4,180.0
814.0,589.0,2.1,42.0
869.0,673.0,3.3,102.0
1013.0,905.0,8.1,231.0
1515.0,1584.0,31.4,699.0
1587.0,1795.0,41.2,738.0
1490.0,1487.0,27.3,665.0
1435.0,1408.0,24.2,598.0
1246.0,1209.0,17.0,340.0
1266.0,1231.0,17.7,374.0
1277.0,1277.0,19.3,401.0
1142.0,1073.0,12.7,275.0
1207.0,1136.0,14.6,278.0
1252.0,1233.0,17.8,342.0
1399.0,1468.0,26.6,479.0
1464.0,1559.0,30.3,553.0
1422.0,1520.0,28.7,531.0
1308.0,1297.0,20.0,428.0
1137.0,1047.0,11.9,229.0
1040.0,903.0,8.1,145.0
1018.0,885.0,7.7,112.0
962.0,808.0,5.9,99.0
930.0,768.0,5.1,98.0
812.0,613.0,2.4,54.0
826.0,612.0,2.4,180.0
878.0,702.0,3.8,59.0
922.0,764.0,5.0,162.0
1047.0,965.0,9.7,268.0
1376.0,1452.0,25.9,531.0
1514.0,1648.0,34.3,517.0
1494.0,1528.0,29.0,701.0
1316.0,1298.0,20.0,510.0
1269.0,1247.0,18.3,415.0
1152.0,1099.0,13.4,243.0
1138.0,1117.0,14.0,267.0
1132.0,1052.0,12.1,233.0
1186.0,1159.0,15.3,295.0
1228.0,1184.0,16.1,309.0
1424.0,1486.0,27.3,506.0
1427.0,1458.0,26.2,479.0
1387.0,1473.0,26.7,460.0
1284.0,1249.0,18.3,363.0
1110.0,1045.0,11.9,213.0
1110.0,1032.0,11.5,183.0
1077.0,964.0,9.6,163.0
1037.0,898.0,8.0,152.0
1002.0,854.0,6.9,104.0
865.0,694.0,3.7,61.0
824.0,615.0,2.4,180.0
824.0,602.0,2.2,54.0
847.0,620.0,2.5,84.0
961.0,828.0,6.3,132.0
1336.0,1340.0,21.6,422.0
1251.0,1264.0,18.8,282.0
1290.0,1244.0,18.1,293.0
1215.0,1141.0,14.8,334.0
1248.0,1177.0,15.9,324.0
1233.0,1184.0,16.1,294.0
1229.0,1217.0,17.2,273.0
1206.0,1175.0,15.8,275.0
1215.0,1150.0,15.1,282.0
1330.0,1264.0,18.9,323.0
1446.0,1434.0,25.2,442.0
1446.0,1458.0,26.1,431.0
1421.0,1444.0,25.6,402.0
1247.0,1206.0,16.9,313.0
1168.0,1070.0,12.6,228.0
1111.0,991.0,10.3,218.0
1071.0,934.0,8.9,179.0
969.0,835.0,6.5,97.0
942.0,780.0,5.3,83.0
923.0,744.0,4.6,80.0
813.0,581.0,2.0,180.0
851.0,618.0,2.5,66.0
868.0,639.0,2.8,109.0
1062.0,915.0,8.4,232.0
1418.0,1328.0,21.1,535.0
1600.0,1641.0,34.0,684.0
1583.0,1538.0,29.4,803.0
1338.0,1305.0,20.3,539.0
1285.0,1252.0,18.4,364.0
1376.0,1359.0,22.3,422.0
1467.0,1477.0,26.9,483.0
1442.0,1403.0,24.0,496.0
1358.0,1277.0,19.3,403.0
1222.0,1133.0,14.5,282.0
1134.0,1017.0,11.1,268.0
1120.0,993.0,10.4,306.0
1103.0,997.0,10.5,293.0
985.0,805.0,5.8,240.0
795.0,596.0,2.2,93.0
787.0,584.0,2.0,99.0
839.0,701.0,3.8,55.0
835.0,705.0,3.9,19.0
837.0,693.0,3.7,26.0
761.0,563.0,1.7,26.0
718.0,499.0,1.0,180.0
724.0,495.0,1.0,42.0
718.0,486.0,0.9,32.0
744.0,525.0,1.3,25.0
782.0,591.0,2.1,28.0
798.0,619.0,2.5,41.0
867.0,744.0,4.6,130.0
862.0,729.0,4.3,173.0
915.0,834.0,6.5,168.0
857.0,813.0,6.0,51.0
837.0,812.0,6.0,31.0
805.0,740.0,4.5,41.0
781.0,705.0,3.9,41.0
815.0,743.0,4.6,54.0
877.0,844.0,6.7,112.0
926.0,935.0,8.9,178.0
987.0,971.0,9.8,218.0
1004.0,1007.0,10.8,241.0
897.0,875.0,7.4,223.0
1002.0,989.0,10.3,279.0
1126.0,1111.0,13.8,330.0
1067.0,1013.0,10.9,330.0
1063.0,1040.0,11.7,341.0
915.0,893.0,7.8,205.0
906.0,885.0,7.7,180.0
844.0,786.0,5.5,130.0
816.0,739.0,4.5,102.0
768.0,671.0,3.3,79.0
835.0,785.0,5.4,148.0
944.0,908.0,8.2,261.0
810.0,651.0,3.0,107.0
819.0,655.0,3.0,103.0
844.0,680.0,3.5,122.0
846.0,688.0,3.6,127.0
842.0,711.0,4.0,110.0
840.0,722.0,4.2,98.0
815.0,657.0,3.1,146.0
838.0,685.0,3.5,119.0
992.0,987.0,10.3,234.0
990.0,891.0,7.8,261.0
1066.0,1004.0,10.7,371.0
971.0,870.0,7.3,266.0
963.0,887.0,7.7,268.0
1010.0,925.0,8.6,294.0
1054.0,978.0,10.0,303.0
998.0,920.0,8.5,241.0
919.0,802.0,5.8,142.0
884.0,764.0,5.0,110.0
803.0,648.0,2.9,180.0
820.0,674.0,3.4,104.0
894.0,794.0,5.6,179.0
988.0,941.0,9.0,361.0
1372.0,1477.0,26.9,799.0
1209.0,1262.0,18.8,614.0
951.0,908.0,8.2,275.0
992.0,943.0,9.1,325.0
964.0,947.0,9.2,327.0
917.0,910.0,8.3,252.0
937.0,942.0,9.1,226.0
961.0,949.0,9.2,230.0
969.0,962.0,9.6,244.0
1020.0,1042.0,11.8,251.0
1107.0,1219.0,17.3,346.0
1119.0,1233.0,17.8,407.0
1173.0,1322.0,20.9,490.0
1097.0,1144.0,14.9,434.0
1018.0,1024.0,11.3,345.0
932.0,914.0,8.4,192.0
897.0,849.0,6.8,157.0
840.0,758.0,4.9,148.0
802.0,680.0,3.5,105.0
765.0,637.0,2.8,141.0
741.0,595.0,2.1,180.0
748.0,595.0,2.2,107.0
791.0,704.0,3.9,166.0
875.0,871.0,7.3,241.0
1085.0,1164.0,15.5,368.0
1268.0,1482.0,27.1,498.0
1236.0,1332.0,21.3,641.0
1274.0,1294.0,19.9,667.0
1250.0,1280.0,19.4,550.0
1224.0,1347.0,21.8,483.0
1220.0,1344.0,21.7,524.0
1166.0,1265.0,18.9,481.0
1050.0,1084.0,13.0,305.0
1174.0,1264.0,18.8,396.0
1323.0,1474.0,26.8,501.0
1432.0,1706.0,36.9,702.0
1479.0,1756.0,39.3,755.0
1309.0,1379.0,23.1,524.0
1089.0,1037.0,11.6,247.0
1009.0,911.0,8.3,196.0
930.0,796.0,5.7,135.0
929.0,805.0,5.9,146.0
872.0,718.0,4.1,106.0
790.0,601.0,2.2,70.0
793.0,581.0,2.0,180.0
789.0,596.0,2.2,62.0
769.0,586.0,2.0,60.0
852.0,713.0,4.0,92.0
1100.0,1097.0,13.4,277.0
1326.0,1504.0,28.0,600.0
1433.0,1518.0,28.6,693.0
1310.0,1334.0,21.4,617.0
1304.0,1272.0,19.1,569.0
1286.0,1286.0,19.6,409.0
1217.0,1175.0,15.8,335.0
1104.0,1099.0,13.5,290.0
1143.0,1176.0,15.9,312.0
1205.0,1295.0,19.9,440.0
1276.0,1340.0,21.6,450.0
1440.0,1573.0,31.0,578.0
1467.0,1643.0,34.1,615.0
1339.0,1373.0,22.8,536.0
1108.0,1061.0,12.3,238.0
1116.0,1012.0,10.9,249.0
981.0,860.0,7.1,150.0
947.0,798.0,5.7,108.0
939.0,776.0,5.3,180.0
862.0,644.0,2.9,180.0
827.0,577.0,1.9,180.0
879.0,611.0,2.4,180.0
911.0,710.0,4.0,180.0
1051.0,901.0,8.1,180.0
1496.0,1425.0,24.8,180.0
1610.0,1692.0,36.3,180.0
1428.0,1321.0,20.9,180.0
1459.0,1356.0,22.2,180.0
1486.0,1390.0,23.5,180.0
1158.0,1008.0,10.8,180.0
1200.0,1021.0,11.2,223.0
1290.0,1151.0,15.1,267.0
1366.0,1223.0,17.4,308.0
1505.0,1388.0,23.4,422.0
1728.0,1683.0,35.9,623.0
1673.0,1643.0,34.0,572.0
1636.0,1553.0,30.1,514.0
1468.0,1296.0,20.0,414.0
1180.0,997.0,10.5,143.0
1138.0,938.0,9.0,147.0
1192.0,1004.0,10.7,159.0
1176.0,993.0,10.4,206.0
1137.0,967.0,9.7,140.0
1035.0,851.0,6.9,132.0
943.0,709.0,4.0,180.0
904.0,655.0,3.0,81.0
966.0,726.0,4.3,120.0
1124.0,972.0,9.8,279.0
1348.0,1217.0,17.2,392.0
1499.0,1501.0,27.9,433.0
1427.0,1311.0,20.5,531.0
1473.0,1330.0,21.2,619.0
1440.0,1294.0,19.9,522.0
1474.0,1326.0,21.1,505.0
1485.0,1359.0,22.3,465.0
1063.0,909.0,8.2,383.0
1306.0,1079.0,12.9,278.0
1464.0,1251.0,18.4,372.0
1629.0,1466.0,26.5,540.0
1629.0,1536.0,29.4,180.0
1707.0,1637.0,33.7,180.0
1424.0,1293.0,19.9,180.0
1297.0,1100.0,13.5,180.0
1214.0,1022.0,11.2,180.0
1160.0,944.0,9.1,180.0
1232.0,1012.0,10.9,180.0
1134.0,914.0,8.4,180.0
1071.0,860.0,7.1,180.0
968.0,730.0,4.3,180.0
994.0,711.0,4.0,180.0
1046.0,804.0,5.8,180.0
1066.0,827.0,6.3,180.0
1277.0,1061.0,12.3,180.0
1290.0,1093.0,13.3,180.0
1268.0,1066.0,12.5,180.0
1243.0,997.0,10.5,180.0
1300.0,1053.0,12.1,180.0
1278.0,1053.0,12.1,180.0
1249.0,1023.0,11.2,180.0
1145.0,867.0,7.2,180.0
1199.0,928.0,8.7,180.0
1236.0,962.0,9.6,180.0
1289.0,1037.0,11.6,180.0
1299.0,1072.0,12.7,180.0
1506.0,1315.0,20.7,180.0
1432.0,1234.0,17.8,180.0
1193.0,1021.0,11.2,180.0
1188.0,1007.0,10.8,180.0
1162.0,953.0,9.4,180.0
1106.0,921.0,8.5,180.0
1037.0,836.0,6.5,180.0
982.0,768.0,5.1,180.0
944.0,740.0,4.5,180.0
929.0,703.0,3.9,180.0
906.0,672.0,3.3,180.0
907.0,665.0,3.2,180.0
1013.0,781.0,5.4,180.0
1055.0,795.0,5.6,180.0
1138.0,880.0,7.5,180.0
1250.0,1003.0,10.7,180.0
1165.0,916.0,8.4,180.0
1229.0,1025.0,11.3,180.0
1168.0,911.0,8.3,180.0
1092.0,814.0,6.0,180.0
1109.0,843.0,6.7,180.0
1133.0,823.0,6.2,180.0
1192.0,887.0,7.7,180.0
1298.0,1015.0,11.0,180.0
1524.0,1320.0,20.8,180.0
1540.0,1336.0,21.4,180.0
1190.0,992.0,10.4,180.0
1092.0,911.0,8.3,180.0
1079.0,890.0,7.8,180.0
995.0,789.0,5.5,180.0
960.0,772.0,5.2,180.0
890.0,666.0,3.2,180.0
860.0,632.0,2.7,180.0
860.0,652.0,3.0,180.0
883.0,713.0,4.0,180.0
929.0,795.0,5.6,180.0
1100.0,1018.0,11.1,180.0
1257.0,1299.0,20.1,180.0
1402.0,1393.0,23.6,180.0
1376.0,1324.0,21.0,180.0
1374.0,1346.0,21.8,180.0
1381.0,1355.0,22.1,180.0
1282.0,1247.0,18.2,180.0
1188.0,1124.0,14.2,180.0
1227.0,1147.0,14.9,180.0
1364.0,1328.0,21.1,180.0
1531.0,1558.0,30.3,180.0
1694.0,1805.0,41.6,180.0
1723.0,1866.0,44.7,180.0
1356.0,1331.0,21.3,180.0
1084.0,979.0,10.0,180.0
1039.0,936.0,8.9,180.0
1011.0,875.0,7.4,180.0
968.0,831.0,6.4,180.0
867.0,693.0,3.7,180.0
820.0,620.0,2.5,180.0
826.0,631.0,2.7,180.0
835.0,620.0,2.5,180.0
887.0,717.0,4.1,180.0
990.0,889.0,7.8,180.0
1511.0,1569.0,30.8,180.0
1352.0,1465.0,26.4,180.0
1337.0,1339.0,21.6,180.0
1435.0,1373.0,22.8,180.0
1377.0,1276.0,19.3,180.0
1562.0,1559.0,30.4,180.0
1358.0,1389.0,23.4,180.0
1301.0,1212.0,17.1,180.0
1255.0,1136.0,14.6,180.0
1410.0,1340.0,21.6,180.0
1578.0,1595.0,31.9,180.0
1700.0,1782.0,40.5,180.0
1778.0,1805.0,41.6,180.0
1539.0,1402.0,23.9,180.0
1409.0,1304.0,20.3,180.0
1231.0,1077.0,12.8,180.0
1092.0,928.0,8.7,180.0
1036.0,850.0,6.8,180.0
984.0,780.0,5.3,180.0
950.0,743.0,4.6,180.0
889.0,665.0,3.2,180.0
865.0,636.0,2.8,180.0
917.0,686.0,3.6,180.0
997.0,823.0,6.2,180.0
1433.0,1409.0,24.2,180.0
1516.0,1596.0,32.0,180.0
1528.0,1449.0,25.8,180.0
1347.0,1186.0,16.2,180.0
1392.0,1231.0,17.7,180.0
1359.0,1195.0,16.5,180.0
1391.0,1249.0,18.3,180.0
1335.0,1137.0,14.6,180.0
1402.0,1213.0,17.1,180.0
1406.0,1216.0,17.2,180.0
1527.0,1419.0,24.6,180.0
1559.0,1476.0,26.9,180.0
1840.0,1852.0,44.0,180.0
1666.0,1573.0,31.0,180.0
1336.0,1204.0,16.8,180.0
1189.0,1014.0,11.0,180.0
1226.0,1029.0,11.4,180.0
1171.0,972.0,9.9,180.0
1002.0,762.0,5.0,180.0
950.0,696.0,3.7,180.0
930.0,660.0,3.1,180.0
924.0,643.0,2.9,180.0
994.0,732.0,4.4,180.0
1089.0,873.0,7.4,180.0
1468.0,1280.0,19.4,180.0
1696.0,1711.0,37.1,180.0
1479.0,1357.0,22.2,180.0
1425.0,1255.0,18.5,180.0
1279.0,1116.0,14.0,180.0
1319.0,1165.0,15.5,180.0
1329.0,1172.0,15.7,180.0
1327.0,1172.0,15.7,180.0
1282.0,1075.0,12.7,180.0
1342.0,1157.0,15.3,267.0
1623.0,1522.0,28.8,398.0
1576.0,1458.0,26.1,418.0
1747.0,1709.0,37.1,515.0
1757.0,1680.0,35.7,669.0
1331.0,1194.0,16.5,326.0
1182.0,1016.0,11.0,209.0
1162.0,1008.0,10.8,183.0
1147.0,964.0,9.6,165.0
1040.0,836.0,6.5,111.0
920.0,688.0,3.6,67.0
931.0,670.0,3.3,180.0
954.0,731.0,4.4,88.0
981.0,790.0,5.5,147.0
1147.0,1009.0,10.8,279.0
1606.0,1578.0,31.2,665.0
1490.0,1424.0,24.8,592.0
1473.0,1409.0,24.2,557.0
1582.0,1539.0,29.5,693.0
1468.0,1323.0,21.0,530.0
1413.0,1285.0,19.6,412.0
1400.0,1331.0,21.2,366.0
1361.0,1238.0,18.0,344.0
1389.0,1311.0,20.5,339.0
1305.0,1167.0,15.6,297.0
1354.0,1275.0,19.2,294.0
1352.0,1296.0,20.0,211.0
1472.0,1327.0,21.1,323.0
1412.0,1256.0,18.6,333.0
1221.0,1061.0,12.3,163.0
1230.0,990.0,10.3,151.0
1247.0,961.0,9.6,167.0
1217.0,975.0,9.9,174.0
1158.0,923.0,8.6,142.0
1150.0,871.0,7.3,155.0
1061.0,785.0,5.4,180.0
1062.0,770.0,5.1,96.0
1157.0,890.0,7.8,154.0
1167.0,907.0,8.2,211.0
1403.0,1229.0,17.6,381.0
1453.0,1298.0,20.1,470.0
1455.0,1260.0,18.7,464.0
1512.0,1282.0,19.5,450.0
1331.0,1082.0,13.0,274.0
1472.0,1246.0,18.2,306.0
1430.0,1187.0,16.2,308.0
1264.0,1016.0,11.0,186.0
1378.0,1177.0,15.9,238.0
1377.0,1123.0,14.2,249.0
1527.0,1293.0,19.9,378.0
1573.0,1343.0,21.7,386.0
1674.0,1447.0,25.7,461.0
1455.0,1218.0,17.3,394.0
1242.0,1022.0,11.2,266.0
1181.0,935.0,8.9,158.0
1468.0,1155.0,15.2,319.0
1520.0,1217.0,17.2,409.0
1203.0,1046.0,11.9,223.0
1096.0,903.0,8.1,107.0
991.0,759.0,4.9,180.0
941.0,686.0,3.6,50.0
952.0,695.0,3.7,56.0
1082.0,825.0,6.3,163.0
1095.0,886.0,7.7,187.0
1049.0,826.0,6.3,150.0
1055.0,795.0,5.6,103.0
1074.0,767.0,5.1,143.0
1229.0,941.0,9.0,220.0
1228.0,952.0,9.3,301.0
1107.0,807.0,5.9,214.0
1031.0,732.0,4.4,162.0
1155.0,804.0,5.8,232.0
1131.0,841.0,6.6,254.0
1143.0,890.0,7.8,224.0
1145.0,915.0,8.4,247.0
1169.0,910.0,8.3,334.0
1105.0,905.0,8.1,239.0
1049.0,817.0,6.1,168.0
1069.0,844.0,6.7,185.0
1073.0,838.0,6.6,178.0
1039.0,817.0,6.1,132.0
1021.0,811.0,6.0,135.0
825.0,536.0,1.4,39.0
828.0,558.0,1.7,180.0
847.0,576.0,1.9,33.0
903.0,679.0,3.4,90.0
1041.0,865.0,7.2,164.0
1314.0,1267.0,19.0,336.0
1326.0,1416.0,24.5,366.0
1464.0,1444.0,25.6,565.0
1313.0,1213.0,17.1,536.0
1202.0,1058.0,12.3,416.0
1225.0,1155.0,15.2,379.0
1257.0,1248.0,18.3,368.0
1271.0,1217.0,17.2,444.0
1179.0,1120.0,14.1,352.0
1278.0,1248.0,18.3,375.0
1435.0,1429.0,25.0,479.0
1326.0,1356.0,22.2,448.0
1324.0,1335.0,21.4,388.0
1206.0,1185.0,16.2,376.0
1052.0,987.0,10.3,224.0
1057.0,934.0,8.9,206.0
952.0,833.0,6.5,143.0
911.0,769.0,5.1,113.0
898.0,742.0,4.6,93.0
809.0,593.0,2.1,58.0
823.0,616.0,2.4,180.0
814.0,666.0,3.2,56.0
857.0,705.0,3.9,105.0
935.0,810.0,6.0,243.0
1159.0,1110.0,13.8,492.0
1102.0,1141.0,14.8,435.0
979.0,917.0,8.4,180.0
998.0,941.0,9.0,180.0
962.0,911.0,8.3,180.0
985.0,957.0,9.5,180.0
1043.0,1053.0,12.1,180.0
929.0,875.0,7.4,180.0
946.0,898.0,8.0,180.0
955.0,894.0,7.9,180.0
1004.0,1012.0,10.9,180.0
1037.0,1053.0,12.1,180.0
1066.0,1140.0,14.7,180.0
890.0,813.0,6.0,180.0
843.0,729.0,4.3,180.0
834.0,716.0,4.1,180.0
809.0,659.0,3.1,180.0
786.0,600.0,2.2,180.0
747.0,543.0,1.5,180.0
723.0,485.0,0.9,180.0
704.0,444.0,0.5,180.0
709.0,449.0,0.6,180.0
726.0,466.0,0.7,180.0
798.0,599.0,2.2,180.0
925.0,800.0,5.8,180.0
906.0,809.0,5.9,180.0
896.0,809.0,5.9,286.0
882.0,776.0,5.3,281.0
948.0,853.0,6.9,180.0
945.0,886.0,7.7,180.0
942.0,871.0,7.3,180.0
943.0,864.0,7.2,180.0
894.0,810.0,6.0,180.0
984.0,910.0,8.3,180.0
1044.0,1022.0,11.2,180.0
981.0,983.0,10.1,180.0
1021.0,1001.0,10.6,180.0
943.0,867.0,7.2,180.0
863.0,732.0,4.4,180.0
847.0,698.0,3.8,180.0
859.0,698.0,3.8,180.0
861.0,712.0,4.0,180.0
786.0,602.0,2.2,180.0
740.0,506.0,1.1,180.0
730.0,483.0,0.8,180.0
728.0,475.0,0.8,180.0
755.0,517.0,1.2,180.0
854.0,663.0,3.2,180.0
1079.0,985.0,10.2,180.0
1097.0,1103.0,13.6,180.0
1024.0,976.0,9.9,180.0
990.0,942.0,9.1,180.0
1013.0,901.0,8.0,180.0
1051.0,968.0,9.7,180.0
1052.0,966.0,9.7,180.0
1141.0,1049.0,12.0,180.0
1130.0,1024.0,11.3,180.0
1099.0,993.0,10.4,180.0
1182.0,1064.0,12.4,180.0
1211.0,1135.0,14.6,180.0
1340.0,1324.0,21.0,180.0
1299.0,1237.0,17.9,180.0
1046.0,872.0,7.3,180.0
949.0,754.0,4.8,180.0
966.0,756.0,4.8,180.0
1062.0,887.0,7.7,180.0
934.0,730.0,4.3,180.0
862.0,649.0,3.0,180.0
823.0,590.0,2.1,180.0
839.0,604.0,2.3,180.0
879.0,681.0,3.5,180.0
1095.0,977.0,10.0,180.0
1359.0,1311.0,20.5,180.0
1354.0,1358.0,22.2,180.0
1420.0,1405.0,24.1,180.0
1265.0,1221.0,17.4,180.0
1146.0,1122.0,14.2,180.0
1150.0,1149.0,15.0,180.0
1282.0,1247.0,18.3,180.0
1067.0,1085.0,13.0,180.0
1185.0,1243.0,18.1,180.0
1312.0,1381.0,23.1,180.0
1319.0,1426.0,24.9,180.0
1255.0,1342.0,21.7,180.0
1123.0,1119.0,14.1,180.0
1126.0,1045.0,11.9,180.0
924.0,766.0,5.1,180.0
982.0,849.0,6.8,180.0
936.0,756.0,4.8,180.0
1069.0,865.0,7.2,180.0
967.0,785.0,5.4,180.0
869.0,649.0,3.0,180.0
916.0,692.0,3.7,180.0
886.0,686.0,3.6,180.0
926.0,747.0,4.7,180.0
971.0,851.0,6.9,180.0
1029.0,886.0,7.7,180.0
1124.0,1057.0,12.2,180.0
1063.0,964.0,9.6,180.0
1028.0,961.0,9.6,180.0
944.0,910.0,8.3,180.0
913.0,857.0,7.0,180.0
966.0,906.0,8.2,180.0
833.0,737.0,4.5,180.0
891.0,789.0,5.5,180.0
995.0,927.0,8.7,180.0
1038.0,929.0,8.7,180.0
1146.0,1118.0,14.0,180.0
1059.0,958.0,9.5,180.0
1065.0,893.0,7.9,180.0
1013.0,822.0,6.2,180.0
942.0,712.0,4.0,180.0
925.0,735.0,4.4,180.0
871.0,628.0,2.6,180.0
864.0,633.0,2.7,180.0
929.0,698.0,3.8,180.0
912.0,690.0,3.6,180.0
817.0,602.0,2.2,180.0
786.0,558.0,1.7,180.0
827.0,595.0,2.1,180.0
789.0,604.0,2.3,180.0
875.0,754.0,4.8,180.0
959.0,792.0,5.6,180.0
969.0,850.0,6.8,180.0
947.0,821.0,6.2,180.0
960.0,848.0,6.8,180.0
1017.0,1020.0,11.1,180.0
979.0,1057.0,12.2,180.0
843.0,748.0,4.7,180.0
877.0,769.0,5.1,180.0
1053.0,1072.0,12.7,180.0
1047.0,1037.0,11.6,180.0
1105.0,1074.0,12.7,180.0
1008.0,968.0,9.7,180.0
975.0,891.0,7.8,180.0
954.0,850.0,6.8,180.0
987.0,904.0,8.1,180.0
880.0,784.0,5.4,180.0
856.0,732.0,4.4,180.0
788.0,614.0,2.4,180.0
760.0,555.0,1.6,180.0
777.0,570.0,1.8,180.0
825.0,661.0,3.1,180.0
1011.0,947.0,9.2,180.0
1237.0,1319.0,20.8,180.0
